role_id,string_tag,member_name,group_name,birthday,member_group_array,global_elo,image_url
1313201379963310090,Haneul [KISS OF LIFE] 1313201379963310090,Haneul,KISS OF LIFE,2005-05-25 00:00:00.000000,"{haneul,kiss,of,life}",1200,
1313203280788193350,Anna [MEOVV] 1313203280788193350,Anna,MEOVV,2005-11-17 00:00:00.000000,"{anna,meovv}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Anna%20250512.jpg
1313203717872549979,Ella [MEOVV] 1313203717872549979,Ella,MEOVV,2008-12-01 00:00:00.000000,"{ella,meovv}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/MEOVV%20Ella%20December%202024.jpg
1313203585055457311,Gawon [MEOVV] 1313203585055457311,Gawon,MEOVV,2005-04-27 00:00:00.000000,"{gawon,meovv}",1200,
1313203395380903966,Narin [MEOVV] 1313203395380903966,Narin,MEOVV,2007-08-15 00:00:00.000000,"{narin,meovv}",1200,
1313203493133221981,Sooin [MEOVV] 1313203493133221981,Sooin,MEOVV,2005-04-12 00:00:00.000000,"{sooin,meovv}",1200,
1290533811834060881,Chaewon [tripleS] 1290533811834060881,Chaewon,tripleS,2007-05-02 00:00:00.000000,"{chaewon,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S21%20%E9%87%87%E6%B9%B2.jpg
1313202074607157268,Dahyun [tripleS] 1313202074607157268,Dahyun,tripleS,2003-01-08 00:00:00.000000,"{dahyun,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S10%20%E5%A4%9A%E8%B3%A2.jpg
1313202769938878514,Hayeon [tripleS] 1313202769938878514,Hayeon,tripleS,2007-08-01 00:00:00.000000,"{hayeon,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S19%20%E5%A4%8F%E5%A6%8D.jpg
1313201695655989348,Hyerin [tripleS] 1313201695655989348,Hyerin,tripleS,2007-04-12 00:00:00.000000,"{hyerin,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S2%20%E6%85%A7%E6%BD%BE.jpg
1260018660031074424,Jiyeon [tripleS] 1260018660031074424,Jiyeon,tripleS,2004-02-13 00:00:00.000000,"{jiyeon,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S24%20%E8%AB%9D%E5%A8%AB.jpg
1313202650367660082,Joobin [tripleS] 1313202650367660082,Joobin,tripleS,2009-01-16 00:00:00.000000,"{joobin,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S18%20%E5%91%A8%E5%BD%AC.jpg
1313202358678847520,Kotone [tripleS] 1313202358678847520,Kotone,tripleS,2004-03-10 00:00:00.000000,"{kotone,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S11%20%E7%90%B4%E9%9F%B3.jpg
1313202552560685088,Lynn [tripleS] 1313202552560685088,Lynn,tripleS,2006-04-12 00:00:00.000000,"{lynn,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S17%20%E5%87%9C.jpg
1313202458776043661,Mayu [tripleS] 1313202458776043661,Mayu,tripleS,2002-05-12 00:00:00.000000,"{mayu,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S16%20%E7%9C%9F%E5%8F%8B.jpg
1313202226935762944,Nien [tripleS] 1313202226935762944,Nien,tripleS,2003-06-02 00:00:00.000000,"{nien,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/%E8%A8%B1%E5%BF%B5%E6%85%88.jpg
1313203127486517308,Seoah [tripleS] 1313203127486517308,Seoah,tripleS,2010-06-11 00:00:00.000000,"{seoah,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S23%20%E6%A5%B7%E6%BD%BE.jpg
1313202891506323526,Shion [tripleS] 1313202891506323526,Shion,tripleS,2006-04-03 00:00:00.000000,"{shion,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S20%20%E7%A4%BA%E6%BA%AB.jpg
1313201946873823233,Soomin [tripleS] 1313201946873823233,Soomin,tripleS,2007-10-03 00:00:00.000000,"{soomin,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S6%20%E7%A7%80%E7%8F%89.jpg
1313203026571300915,Sullin [tripleS] 1313203026571300915,Sullin,tripleS,2006-11-30 00:00:00.000000,"{sullin,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S22%20Sullin.jpg
1290534046685724722,Kotoko [UNIS] 1290534046685724722,Kotoko,UNIS,2007-10-28 00:00:00.000000,"{kotoko,unis}",1200,
1313201273729716235,WJSN 1313201273729716235,,WJSN,1999-08-03 00:00:00.000000,{wjsn},1200,
1313203803184562389,YOUNG POSSE 1313203803184562389,,YOUNG POSSE,2009-11-05 00:00:00.000000,"{young,posse}",1200,
1195411393143386204,QWER,,QWER,1900-01-01 00:00:00.000000,{qwer},1200,
1058790158406795324,Rami [BABYMONSTER],Rami,BABYMONSTER,2007-10-17 00:00:00.000000,"{rami,babymonster}",1200,
916037195649929216,Rei [IVE],Rei,IVE,2004-02-03 00:00:00.000000,"{rei,ive}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Ive%27s%20Rei%20%40%20OPENING%20PROJECTxSATUR%20PhotoCall%2C%2012%20June%202025%2003.png
1234020371355795507,RESCENE,,RESCENE,1900-01-01 00:00:00.000000,{rescene},1200,
1000859597759856680,Riwon [CLASS:y],Riwon,CLASS:y,2007-01-11 00:00:00.000000,"{riwon,classy}",1200,
1058790584241881238,Rora [BABYMONSTER],Rora,BABYMONSTER,2008-08-05 00:00:00.000000,"{rora,babymonster}",1200,
779830417112432680,Rose [BLACKPINK],Rose,BLACKPINK,1997-02-11 00:00:00.000000,"{rose,blackpink}",1200,
1058791512818847814,Ruka [BABYMONSTER],Ruka,BABYMONSTER,2002-03-20 00:00:00.000000,"{ruka,babymonster}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Ruka%20at%20KLIA%2020-06-2025.jpg
779820176127557632,Ryujin [ITZY],Ryujin,ITZY,2001-04-17 00:00:00.000000,"{ryujin,itzy}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/260419%20ITZY%20Ryujin%20at%20TUNNEL%20VISION%20in%20Sydney%20%282%29.jpg
779847277455081533,Saerom [fromis_9],Saerom,fromis_9,1997-01-07 00:00:00.000000,"{saerom,fromis9}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/190611%20%EC%9D%B4%EC%83%88%EB%A1%AC.jpg
779823846815039488,Sakura [LE SSERAFIM],Sakura,LE SSERAFIM,1998-03-19 00:00:00.000000,"{sakura,le,sserafim}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/20241018%20Le%20Sserafim%27s%20Sakura%20Miyawaki%2003.jpg
779823328889536512,Sana [TWICE],Sana,TWICE,1996-12-29 00:00:00.000000,"{sana,twice}",1200,
1000858352139653282,Sangah [LIGHTSUM],Sangah,LIGHTSUM,2002-09-04 00:00:00.000000,"{sangah,lightsum}",1200,
779874407098613841,Secret Number,,Secret Number,1900-01-01 00:00:00.000000,"{secret,number}",1200,
779822398719000607,Seeun [StayC],Seeun,StayC,2003-06-14 00:00:00.000000,"{seeun,stayc}",1200,
779846589510058044,Sejeong [Gugudan],Sejeong,Gugudan,1996-08-28 00:00:00.000000,"{sejeong,gugudan}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Kim%20Sejeong%20in%20June%202025.png
820183171693412352,Seola [WJSN],Seola,WJSN,1994-12-24 00:00:00.000000,"{seola,wjsn}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/190321%20%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80%20%EC%84%A4%EC%95%84.jpg
1000863010442723418,Seonyou [CLASS:y],Seonyou,CLASS:y,2008-03-20 00:00:00.000000,"{seonyou,classy}",1200,
779847756138807298,Seoyeon [fromis_9],Seoyeon,fromis_9,2000-01-22 00:00:00.000000,"{seoyeon,fromis9}",1200,
1141805269978980452,Seoyeon [tripleS],Seoyeon,tripleS,2003-08-06 00:00:00.000000,"{seoyeon,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/241130%20Seoyeon%20MMA.jpg
779833124821270548,Seulgi [Red Velvet],Seulgi,Red Velvet,1994-02-10 00:00:00.000000,"{seulgi,red,velvet}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Kang%20Seul-gi%20at%20Coca-Cola%20Event%20on%20January%2018%2C%202020%2003.jpg
779839197262643221,Ahin [MOMOLAND],Ahin,MOMOLAND,1999-09-27 00:00:00.000000,"{ahin,momoland}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/170528%20200%EC%9D%BC%20%ED%8C%AC%EB%AF%B8%ED%8C%85%20%EC%95%84%EC%9D%B8%20%281%29.jpg
1058790666467033088,Ahyeon [BABYMONSTER],Ahyeon,BABYMONSTER,2007-04-11 00:00:00.000000,"{ahyeon,babymonster}",1200,
779823575707680799,Aisha [EVERGLOW],Aisha,EVERGLOW,2000-07-21 00:00:00.000000,"{aisha,everglow}",1200,
779835514534494208,Arin [OMG],Arin,OMG,1999-06-18 00:00:00.000000,"{arin,omg}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/241002%20Oh%20My%20Girl%20Arin%2001%20%28cropped%29.jpg
1058790840836825118,Asa [BABYMONSTER],Asa,BABYMONSTER,2006-04-17 00:00:00.000000,"{asa,babymonster}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/GIMPO%20DEPARTURE%2020250312%20ASA%20cropped.jpg
945907369043447829,BAE [NMIXX],BAE,NMIXX,2004-12-28 00:00:00.000000,"{bae,nmixx}",1200,
906298254675816558,Bahiyyih [Kep1er],Bahiyyih,Kep1er,2004-07-27 00:00:00.000000,"{bahiyyih,kep1er}",1200,
906302907614367774,Billlie,,Billlie,1900-01-01 00:00:00.000000,{billlie},1200,
1000862052602093568,Boeun [CLASS:y],Boeun,CLASS:y,2008-02-11 00:00:00.000000,"{boeun,classy}",1200,
779844178963071007,Bona [WJSN],Bona,WJSN,1995-08-19 00:00:00.000000,"{bona,wjsn}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/190321%20%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80%20%EB%B3%B4%EB%82%98.jpg
906297933039812608,Chaehyun [Kep1er],Chaehyun,Kep1er,2002-04-26 00:00:00.000000,"{chaehyun,kep1er}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/%EA%B9%80%EC%B1%84%ED%98%84%20Kim%20Chae%20Hyun%20Doublast%20showcase.png
779825044066271262,Chaeryeong [ITZY],Chaeryeong,ITZY,2001-06-05 00:00:00.000000,"{chaeryeong,itzy}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/241023%20ITZY%20Chaeryeong.jpg
1000860647560581240,Chaewon [CLASS:y],Chaewon,CLASS:y,2003-06-04 00:00:00.000000,"{chaewon,classy}",1200,
779826916328472627,Chaewon [LE SSERAFIM],Chaewon,LE SSERAFIM,2000-08-01 00:00:00.000000,"{chaewon,le,sserafim}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/240329%20Kim%20Chae-won%20%282%29.jpg
1169832169364013137,NiziU,,NiziU,1900-01-01 00:00:00.000000,{niziu},1200,
1144754742661226556,Xinyu [tripleS],Xinyu,tripleS,2002-05-25 00:00:00.000000,"{xinyu,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/180823%20Zhou%20Xinyu.png
779825042695520288,Yeji [ITZY],Yeji,ITZY,2000-05-26 00:00:00.000000,"{yeji,itzy}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Yeji%20of%20Itzy%20on%20Incheon%20Airport%2C%20September%2026%2C%202024.png
1234942385897734245,Yeju [ICHILLIN],Yeju,ICHILLIN,2004-09-01 00:00:00.000000,"{yeju,ichillin}",1200,
1074613959266664479,Yel [H1-KEY],Yel,H1-KEY,2004-12-25 00:00:00.000000,"{yel,h1key}",1200,
779828194340634625,Yena [IZONE],Yena,IZONE,1999-09-29 00:00:00.000000,"{yena,izone}",1200,
1224066003651133682,UNIS,,UNIS,2011-01-27 00:00:00.000000,{unis},1200,
779824630202368011,Sihyeon [EVERGLOW],Sihyeon,EVERGLOW,1999-08-05 00:00:00.000000,"{sihyeon,everglow}",1200,
779834908859695124,SinB [VIVIZ],SinB,VIVIZ,1998-06-03 00:00:00.000000,"{sinb,viviz}",1200,
779849307750793218,Siyeon [Dreamcatcher],Siyeon,Dreamcatcher,1995-10-01 00:00:00.000000,"{siyeon,dreamcatcher}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/20240223%20Dreamcatcher%20Offenbach%20concert%2030%20Siyeon.jpg
868170429821513769,Soeun [TRI.BE],Soeun,TRI.BE,2005-12-10 00:00:00.000000,"{soeun,tribe}",1200,
779823018070376488,Soeun [Weeekly],Soeun,Weeekly,2002-10-26 00:00:00.000000,"{soeun,weeekly}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/%EC%9C%84%ED%81%B4%EB%A6%AC%20%EB%B0%95%EC%86%8C%EC%9D%80.jpg
1099099767402934272,Sohyun [tripleS],Sohyun,tripleS,2002-10-13 00:00:00.000000,"{sohyun,triples}",1200,
779849921545109544,Solar [MAMAMOO],Solar,MAMAMOO,1991-02-21 00:00:00.000000,"{solar,mamamoo}",1200,
1000868080911646861,tripleS,,tripleS,2016-01-01 00:00:00.000000,{triples},1200,
779851132985933875,Sunmi,Sunmi,Sunmi,1992-05-02 00:00:00.000000,{sunmi},1200,
779823021812613141,Somi,Somi,Somi,2001-03-09 00:00:00.000000,{somi},1200,
809565207449174036,Songsun [TRI.BE],Songsun,TRI.BE,1997-03-22 00:00:00.000000,"{songsun,tribe}",1200,
825604227316449290,Soobin [WJSN],Soobin,WJSN,1996-09-14 00:00:00.000000,"{soobin,wjsn}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/20160910%20%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80%20%EC%8B%A0%EC%B4%8C%20%EA%B2%8C%EB%A6%B4%EB%9D%BC%20%EA%B3%B5%EC%97%B0.jpg
779823009485553664,Soojin [Weeekly],Soojin,Weeekly,2001-12-12 00:00:00.000000,"{soojin,weeekly}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/%EC%9C%84%ED%81%B4%EB%A6%AC%20%EC%9D%B4%EC%88%98%EC%A7%84.jpg
798063947974049812,Sora [woo!ah!],Sora,woo!ah!,2003-08-30 00:00:00.000000,"{sora,wooah}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/WOOAH%20Sora%20at%202025%20Seoul%20Fashion%20Week.jpg
779848835190620171,SuA [Dreamcatcher],SuA,Dreamcatcher,1994-08-10 00:00:00.000000,"{sua,dreamcatcher}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/20240223%20Dreamcatcher%20Offenbach%20concert%2048%20SuA.jpg
945906385596588042,Sullyoon [NMIXX],Sullyoon,NMIXX,2004-01-26 00:00:00.000000,"{sullyoon,nmixx}",1200,
779822392359911425,Sumin [StayC],Sumin,StayC,2001-03-13 00:00:00.000000,"{sumin,stayc}",1200,
779816690380832768,Suyun [RcPc],Suyun,RcPc,2001-03-17 00:00:00.000000,"{suyun,rcpc}",1200,
1003188612109713408,Swan [Purple Kiss],Swan,Purple Kiss,2003-07-11 00:00:00.000000,"{swan,purple,kiss}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/20231028%20SWAN%20%28PURPLE%20KISS%29.jpg
779839820339085322,Taeyeon [SNSD],Taeyeon,SNSD,1989-03-09 00:00:00.000000,"{taeyeon,snsd}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/251019%20TAEYEON%20%40MADLY%20MEDLEY%202025.jpg
1090309281691226112,Takara [Busters],Takara,Busters,2005-01-19 00:00:00.000000,"{takara,busters}",1200,
970867695090282558,Tsuki [Billlie],Tsuki,Billlie,2002-09-21 00:00:00.000000,"{tsuki,billlie}",1200,
779825531977728017,Tzuyu [TWICE],Tzuyu,TWICE,1999-06-14 00:00:00.000000,"{tzuyu,twice}",1200,
779834986361520138,Umji [VIVIZ],Umji,VIVIZ,1998-08-19 00:00:00.000000,"{umji,viviz}",1200,
779827501475561472,Vivi [Loossemble],Vivi,Loossemble,1996-12-09 00:00:00.000000,"{vivi,loossemble}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/ViVi%20LOONA%20on%20October%2027%202020.jpg
779833268203028490,Wendy [Red Velvet],Wendy,Red Velvet,1994-02-21 00:00:00.000000,"{wendy,red,velvet}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Wendy%20Son%20at%20Dream%20Concert%20on%20May%2012%2C%202018.jpg
779818213936332811,Winter [Aespa],Winter,Aespa,2001-01-01 00:00:00.000000,"{winter,aespa}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/250315-16%20aespa%20Winter%2006.jpg
1147389678413168720,Wonhee [ILLIT],Wonhee,ILLIT,2007-06-26 00:00:00.000000,"{wonhee,illit}",1200,
779808234239557662,Wonyoung [IVE],Wonyoung,IVE,2004-08-31 00:00:00.000000,"{wonyoung,ive}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/JANG%20WON%20YOUNG%20%28%EC%9E%A5%EC%9B%90%EC%98%81%29%20%E2%80%93%20MIUMIU%20PHOTOCALL%20%E2%80%93%202025.06.20%20%E2%80%93%20P3.jpg
798063140298293298,Wooyeon [woo!ah!],Wooyeon,woo!ah!,2003-02-11 00:00:00.000000,"{wooyeon,wooah}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/WOOAH%20Wooyeon%20at%202025%20Seoul%20Fashion%20Week.jpg
906302191852200057,Xiaoting [Kep1er],Xiaoting,Kep1er,1999-11-12 00:00:00.000000,"{xiaoting,kep1er}",1200,
779827362815672431,Yeojin [Loossemble],Yeojin,Loossemble,2002-11-11 00:00:00.000000,"{yeojin,loossemble}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/2017.01.22%20%EC%9A%A9%EC%82%B0%20%EC%9D%B4%EB%8B%AC%EC%9D%98%EC%86%8C%EB%85%80%20%ED%8C%AC%20%EC%82%AC%EC%9D%B8%ED%9A%8C%20%EC%97%AC%EC%A7%84%20by%20%EC%97%94%ED%83%80%EB%A1%9C%20%284%29.jpg
779808449251770378,Yeonhee [RcPc],Yeonhee,RcPc,2000-12-06 00:00:00.000000,"{yeonhee,rcpc}",1200,
1234942669751455846,Yeonji [tripleS],Yeonji,tripleS,2008-01-08 00:00:00.000000,"{yeonji,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S12%20%E5%A6%8D%E7%9F%A5.jpg
779845071574794251,Yeoreum [WJSN],Yeoreum,WJSN,1999-01-10 00:00:00.000000,"{yeoreum,wjsn}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/190324%20%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80%20%EC%97%AC%EB%A6%84%20%282%29.jpg
779833497438388234,Yeri [Red Velvet],Yeri,Red Velvet,1999-03-05 00:00:00.000000,"{yeri,red,velvet}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/240511%20Red%20Velvet%20Yeri.jpg
906301154407907358,Yeseo [Kep1er],Yeseo,Kep1er,2005-08-22 00:00:00.000000,"{yeseo,kep1er}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/%EA%B0%95%EC%98%88%EC%84%9C190317.jpg
779812170472095764,Yiren [EVERGLOW],Yiren,EVERGLOW,2000-12-29 00:00:00.000000,"{yiren,everglow}",1200,
779835650902851634,Yooa [OMG],Yooa,OMG,1995-09-17 00:00:00.000000,"{yooa,omg}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/160805%20%EC%98%A4%EB%A7%88%EC%9D%B4%EA%B1%B8%20%EB%AE%A4%EC%A7%81%EB%B1%85%ED%81%AC%20%EC%A4%91%EA%B0%84%ED%87%B4%EA%B7%BC%EA%B8%B8%206.jpg
779870866862243840,Yoohyeon [Dreamcatcher],Yoohyeon,Dreamcatcher,1997-01-07 00:00:00.000000,"{yoohyeon,dreamcatcher}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/20240223%20Dreamcatcher%20Offenbach%20concert%2028%20Yoohyeon.jpg
779822399758532608,Yoon [StayC],Yoon,StayC,2004-04-14 00:00:00.000000,"{yoon,stayc}",1200,
1079677939878219826,Yooyeon [tripleS],Yooyeon,tripleS,2001-02-09 00:00:00.000000,"{yooyeon,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S5%20%E7%90%89%E7%84%B6.jpg
906300722956611624,Youngeun [Kep1er],Youngeun,Kep1er,2004-12-27 00:00:00.000000,"{youngeun,kep1er}",1200,
779836549772345375,Yubin [OMG],Yubin,OMG,1997-09-09 00:00:00.000000,"{yubin,omg}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/180413%20%EB%AE%A4%EC%A7%81%EB%B1%85%ED%81%AC%20%EC%98%A4%EB%A7%88%EC%9D%B4%EA%B1%B8%20%EB%B0%98%ED%95%98%EB%82%98%20%EC%A7%81%EC%B0%8D%20%282%29%20%28cropped%29.jpg
1141805462996664351,Yubin [tripleS],Yubin,tripleS,2005-02-03 00:00:00.000000,"{yubin,triples}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/TripleS%20S8%20%E8%A3%95%E5%BD%AC.jpg
779826918480281631,Yujin [IVE],Yujin,IVE,2003-09-01 00:00:00.000000,"{yujin,ive}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/181029%20IZ%2AONE%20Yujin%2002.png
779840775277641779,Yujin [Kep1er],Yujin,Kep1er,1996-08-12 00:00:00.000000,"{yujin,kep1er}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/160903%20CLC%20Choi%20Yujin%20Asia%20Music%20Stage.jpg
779834837418770492,Yuju [GFRIEND],Yuju,GFRIEND,1997-10-04 00:00:00.000000,"{yuju,gfriend}",1200,
842613003908153414,Yuki [Purple Kiss],Yuki,Purple Kiss,2002-11-06 00:00:00.000000,"{yuki,purple,kiss}",1200,
779824620404473866,Yuna [ITZY],Yuna,ITZY,2003-12-09 00:00:00.000000,"{yuna,itzy}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/251110%20Shin%20Yuna%20from%20ITZY.png
1147390366417436683,Yunah [ILLIT],Yunah,ILLIT,2004-01-15 00:00:00.000000,"{yunah,illit}",1200,
962006315935338606,Yunjin [LE SSERAFIM],Yunjin,LE SSERAFIM,2001-10-08 00:00:00.000000,"{yunjin,le,sserafim}",1200,
779816692309950516,Yunkyoung [RcPc],Yunkyoung,RcPc,2001-11-01 00:00:00.000000,"{yunkyoung,rcpc}",1200,
779826917166940162,Yuri [IZONE],Yuri,IZONE,2001-10-22 00:00:00.000000,"{yuri,izone}",1200,
779827944658567189,Yves [LOONA],Yves,LOONA,1997-05-24 00:00:00.000000,"{yves,loona}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/Yves%20in%20Tacoma%20P1.jpg
779823021279150111,Zoa [Weeekly],Zoa,Weeekly,2005-05-31 00:00:00.000000,"{zoa,weeekly}",1200,http://commons.wikimedia.org/wiki/Special:FilePath/%EC%9C%84%ED%81%B4%EB%A6%AC%20%EC%A1%B0%EC%95%84.jpg
779856224618938438,Miyeon [G-IDLE],Miyeon,G-IDLE,1997-01-31 00:00:00.000000,"{miyeon,gidle,idle}",1200,
779857131893030932,Yuqi [G-IDLE],Yuqi,G-IDLE,1999-09-23 00:00:00.000000,"{yuqi,gidle,idle}",1200,
779857250381987860,Shuhua [G-IDLE],Shuhua,G-IDLE,2000-01-06 00:00:00.000000,"{shuhua,gidle,idle}",1200,
779856689943281694,Minnie [G-IDLE],Minnie,G-IDLE,1997-10-23 00:00:00.000000,"{minnie,gidle,idle}",1200,
779857001697771520,Soyeon [G-IDLE],Soyeon,G-IDLE,1998-08-26 00:00:00.000000,"{soyeon,gidle,idle}",1200,
